,time,wlat,wlon,b1dlat,b1dlon,b2dlat,b2dlon,b3dlat,b3dlon,b4lat,b4lon,uwbx,uwby
0,71,6.199999999978445e-05,0.0006479999999999819,0.00043699999999979866,-0.0004710000000018866,0.0006010000000005178,-0.0006630000000003022,0.0005510000000006343,-0.000565000000001703,0.00038200000000188084,-0.0004450000000009169,0.0003569,0.0005553
1,72,5.999999999772854e-05,0.0006339999999998014,0.00043699999999979866,-0.0004710000000018866,0.0006010000000005178,-0.0006630000000003022,0.0005510000000006343,-0.000565000000001703,0.00038200000000188084,-0.0004450000000009169,0.0002989,0.0006581
2,73,6.999999999379725e-05,0.0006140000000005585,0.00043699999999979866,-0.0004710000000018866,0.0006010000000005178,-0.0006630000000003022,0.0005510000000006343,-0.000565000000001703,0.00038200000000188084,-0.0004450000000009169,0.0002705,0.0007586
3,74,7.799999999491547e-05,0.0006050000000001887,0.00043699999999979866,-0.0004710000000018866,0.0006010000000005178,-0.0006620000000001625,0.0005510000000006343,-0.0005660000000018428,0.00038200000000188084,-0.0004440000000007771,0.0002705,0.0007586
4,75,8.499999999855845e-05,0.0005930000000002877,0.00043699999999979866,-0.0004710000000018866,0.0006010000000005178,-0.0006620000000001625,0.0005510000000006343,-0.0005660000000018428,0.00038200000000188084,-0.0004450000000009169,0.0002766,0.0008525
5,76,8.499999999855845e-05,0.0005779999999999674,0.00043699999999979866,-0.0004710000000018866,0.0006010000000005178,-0.0006620000000001625,0.0005510000000006343,-0.0005660000000018428,0.00038200000000188084,-0.0004450000000009169,0.0003249,0.0009785
6,77,8.899999999556485e-05,0.0005579999999998364,0.00043699999999979866,-0.0004710000000018866,0.0006010000000005178,-0.0006620000000001625,0.0005510000000006343,-0.0005660000000018428,0.00038200000000188084,-0.0004440000000007771,0.000392,0.0010501
7,78,9.799999999415832e-05,0.0005639999999997869,0.00043699999999979866,-0.0004710000000018866,0.0006010000000005178,-0.0006610000000009109,0.0005510000000006343,-0.0005660000000018428,0.00038200000000188084,-0.0004440000000007771,0.0006797,0.001083
8,79,9.799999999415832e-05,0.0005639999999997869,0.00043699999999979866,-0.0004710000000018866,0.0006010000000005178,-0.0006610000000009109,0.0005510000000006343,-0.0005660000000018428,0.00038200000000188084,-0.0004440000000007771,0.0007866,0.0010819
9,80,9.599999999920783e-05,0.0005660000000000664,0.00043699999999979866,-0.0004710000000018866,0.0006000000000030425,-0.0006600000000007711,0.0005510000000006343,-0.0005670000000019826,0.00038200000000188084,-0.0004450000000009169,0.0008616,0.0010822
