010 dc81 2022 03 16 12 12 56
time,latitude,longitude,accuracy,private
549.2,52.020129,4.268687,3.0,P
550.2,52.020129,4.268687,3.0,P
551.0,52.020129,4.268687,3.0,P
552.1,52.020129,4.268687,3.0,P
553.0,52.020129,4.268687,3.0,P
554.2,52.020129,4.268687,3.0,P
555.0,52.020129,4.268687,3.0,P
556.1,52.020129,4.268687,3.0,P
557.1,52.020129,4.268686,3.0,P
558.0,52.020129,4.268686,3.0,P
559.1,52.020129,4.268686,3.0,P
560.1,52.020129,4.268686,3.0,P
561.1,52.020130,4.268686,3.0,P
562.0,52.020130,4.268685,16.0,P
563.1,52.020131,4.268686,16.0,P
564.1,52.020131,4.268686,16.0,P
565.2,52.020131,4.268686,16.0,P
566.1,52.020131,4.268686,16.0,P
567.3,52.020131,4.268686,16.0,P
568.1,52.020131,4.268686,16.0,P
569.0,52.020131,4.268685,16.0,P
570.1,52.020131,4.268685,16.0,P
571.2,52.020131,4.268685,16.0,P
572.1,52.020131,4.268684,16.0,P
573.2,52.020131,4.268684,16.0,P
574.1,52.020131,4.268684,16.0,P
575.1,52.020132,4.268684,16.0,P
576.1,52.020132,4.268684,16.0,P
577.1,52.020132,4.268684,16.0,P
578.2,52.020132,4.268684,16.0,P
579.1,52.020132,4.268684,16.0,P
580.1,52.020132,4.268684,16.0,P
581.1,52.020132,4.268684,16.0,P
582.1,52.020132,4.268684,16.0,P
583.1,52.020132,4.268683,16.0,P
584.1,52.020132,4.268683,16.0,P
585.2,52.020132,4.268683,16.0,P
586.1,52.020132,4.268683,16.0,P
587.0,52.020132,4.268683,16.0,P
588.4,52.020132,4.268683,16.0,P
590.1,52.020132,4.268683,16.0,P
591.1,52.020132,4.268683,16.0,P
592.1,52.020132,4.268682,16.0,P
593.2,52.020132,4.268682,16.0,P
594.1,52.020132,4.268682,16.0,P
595.1,52.020132,4.268682,16.0,P
596.0,52.020132,4.268681,16.0,P
597.1,52.020132,4.268682,16.0,P
598.0,52.020132,4.268682,16.0,P
599.2,52.020132,4.268681,16.0,P
600.1,52.020132,4.268682,16.0,P
601.1,52.020132,4.268682,16.0,P
602.0,52.020132,4.268681,16.0,P
603.2,52.020132,4.268681,16.0,P
604.0,52.020132,4.268681,16.0,P
605.1,52.020133,4.268681,16.0,P
606.1,52.020133,4.268681,16.0,P
607.2,52.020133,4.268681,16.0,P
608.1,52.020133,4.268681,16.0,P
609.1,52.020133,4.268680,16.0,P
610.0,52.020133,4.268680,16.0,P
611.2,52.020133,4.268680,16.0,P
612.0,52.020133,4.268680,16.0,P
613.1,52.020133,4.268680,16.0,P
614.1,52.020133,4.268681,16.0,P
615.1,52.020133,4.268682,16.0,P
616.1,52.020133,4.268683,16.0,P
617.1,52.020133,4.268682,16.0,P
618.1,52.020133,4.268682,16.0,P
619.1,52.020133,4.268682,16.0,P
620.1,52.020134,4.268682,16.0,P
621.1,52.020134,4.268682,16.0,P
622.1,52.020134,4.268681,16.0,P
623.0,52.020134,4.268681,16.0,P
624.1,52.020134,4.268681,16.0,P
625.0,52.020134,4.268681,16.0,P
626.1,52.020134,4.268681,16.0,P
627.0,52.020134,4.268681,16.0,P
628.1,52.020134,4.268681,16.0,P
629.0,52.020134,4.268681,16.0,P
630.1,52.020134,4.268681,16.0,P
631.1,52.020135,4.268680,16.0,P
632.0,52.020135,4.268680,16.0,P
633.1,52.020135,4.268680,16.0,P
634.1,52.020135,4.268680,16.0,P
635.1,52.020135,4.268680,16.0,P
636.0,52.020135,4.268680,16.0,P
637.2,52.020135,4.268680,16.0,P
638.0,52.020135,4.268679,16.0,P
639.1,52.020135,4.268679,16.0,P
640.1,52.020135,4.268679,16.0,P
641.2,52.020135,4.268679,16.0,P
642.0,52.020135,4.268679,16.0,P
643.1,52.020135,4.268679,16.0,P
644.0,52.020135,4.268678,16.0,P
645.0,52.020135,4.268678,16.0,P
646.1,52.020135,4.268678,16.0,P
647.2,52.020135,4.268678,16.0,P
648.3,52.020135,4.268678,16.0,P
649.1,52.020135,4.268678,16.0,P
650.0,52.020135,4.268678,16.0,P
651.1,52.020135,4.268678,16.0,P
652.1,52.020135,4.268677,16.0,P
653.1,52.020135,4.268677,16.0,P
654.1,52.020135,4.268677,16.0,P
655.2,52.020135,4.268677,16.0,P
656.1,52.020135,4.268677,16.0,P
657.1,52.020135,4.268676,16.0,P
658.1,52.020136,4.268676,16.0,P
659.1,52.020136,4.268676,16.0,P
660.0,52.020136,4.268676,2.0,P
661.0,52.020136,4.268676,2.0,P
662.1,52.020136,4.268676,2.0,P
663.1,52.020136,4.268676,2.0,P
664.1,52.020136,4.268676,2.0,P
665.0,52.020136,4.268676,2.0,P
666.2,52.020136,4.268676,2.0,P
667.1,52.020137,4.268676,2.0,P
668.1,52.020137,4.268675,3.0,P
669.1,52.020137,4.268675,3.0,P
670.0,52.020137,4.268675,3.0,P
671.1,52.020137,4.268674,3.0,P
672.0,52.020137,4.268674,3.0,P
673.1,52.020137,4.268674,3.0,P
674.1,52.020137,4.268674,3.0,P
675.1,52.020137,4.268674,3.0,P
676.1,52.020137,4.268674,3.0,P
677.1,52.020137,4.268673,3.0,P
678.1,52.020137,4.268673,3.0,P
679.0,52.020136,4.268673,3.0,P
680.0,52.020136,4.268673,3.0,P
681.0,52.020136,4.268674,3.0,P
682.1,52.020136,4.268674,3.0,P
683.0,52.020136,4.268674,3.0,P
684.2,52.020136,4.268674,3.0,P
685.0,52.020136,4.268674,3.0,P
686.4,52.020136,4.268674,3.0,P
688.0,52.020136,4.268673,3.0,P
689.1,52.020136,4.268674,3.0,P
690.0,52.020136,4.268674,3.0,P
691.1,52.020136,4.268674,3.0,P
692.0,52.020136,4.268674,3.0,P
693.1,52.020136,4.268674,3.0,P
694.0,52.020136,4.268674,3.0,P
695.1,52.020136,4.268674,3.0,P
696.0,52.020136,4.268674,3.0,P
697.0,52.020137,4.268674,3.0,P
698.0,52.020137,4.268674,3.0,P
699.1,52.020137,4.268674,3.0,P
700.1,52.020137,4.268674,3.0,P
701.2,52.020137,4.268674,3.0,P
702.0,52.020137,4.268674,3.0,P
703.4,52.020137,4.268674,3.0,P
704.0,52.020136,4.268673,3.0,P
705.0,52.020137,4.268674,3.0,P
706.0,52.020137,4.268674,3.0,P
707.0,52.020137,4.268674,3.0,P
708.0,52.020137,4.268674,3.0,P
709.1,52.020137,4.268674,3.0,P
710.1,52.020137,4.268674,3.0,P
711.0,52.020137,4.268674,3.0,P
712.1,52.020137,4.268673,3.0,P
713.0,52.020137,4.268673,3.0,P
714.1,52.020137,4.268673,3.0,P
715.1,52.020138,4.268673,3.0,P
716.2,52.020138,4.268673,3.0,P
717.1,52.020138,4.268673,3.0,P
718.0,52.020138,4.268673,3.0,P
719.1,52.020138,4.268673,3.0,P
720.0,52.020138,4.268673,3.0,P
721.0,52.020139,4.268673,3.0,P
722.1,52.020139,4.268673,3.0,P
723.0,52.020140,4.268672,3.0,P
724.0,52.020140,4.268672,3.0,P
725.0,52.020141,4.268672,3.0,P
726.1,52.020141,4.268673,16.0,P
727.1,52.020142,4.268673,16.0,P
728.1,52.020142,4.268674,16.0,P
729.1,52.020142,4.268674,16.0,P
730.1,52.020142,4.268673,16.0,P
731.0,52.020142,4.268673,16.0,P
732.0,52.020142,4.268673,16.0,P
733.1,52.020142,4.268673,16.0,P
734.1,52.020142,4.268673,16.0,P
735.0,52.020142,4.268673,16.0,P
736.0,52.020142,4.268673,16.0,P
737.1,52.020142,4.268673,16.0,P
738.1,52.020142,4.268673,16.0,P
739.1,52.020143,4.268673,16.0,P
740.1,52.020143,4.268673,16.0,P
741.1,52.020143,4.268673,16.0,P
742.1,52.020143,4.268673,16.0,P
743.1,52.020143,4.268673,16.0,P
744.3,52.020143,4.268672,16.0,P
745.1,52.020143,4.268672,16.0,P
746.1,52.020143,4.268671,16.0,P
747.1,52.020143,4.268672,16.0,P
748.1,52.020143,4.268672,16.0,P
749.1,52.020143,4.268672,16.0,P
750.0,52.020142,4.268672,16.0,P
751.5,52.020142,4.268672,16.0,P
753.2,52.020142,4.268672,16.0,P
754.1,52.020142,4.268672,16.0,P
755.0,52.020143,4.268672,16.0,P
756.1,52.020143,4.268672,16.0,P
757.0,52.020143,4.268672,16.0,P
758.1,52.020143,4.268671,16.0,P
759.1,52.020143,4.268671,16.0,P
760.1,52.020143,4.268671,16.0,P
761.1,52.020143,4.268671,16.0,P
762.1,52.020143,4.268670,16.0,P
763.1,52.020143,4.268670,16.0,P
764.0,52.020143,4.268670,16.0,P
765.1,52.020144,4.268670,16.0,P
766.1,52.020144,4.268669,16.0,P
